Id,SaleStatus
2905,SoldSlow
2906,SoldFast
2907,SoldSlow
2908,SoldSlow
2909,SoldSlow
2910,SoldSlow
2911,SoldSlow
2912,SoldSlow
2913,SoldSlow
2914,SoldSlow
2915,SoldSlow
2916,SoldSlow
2917,SoldSlow
2918,SoldSlow
2919,SoldSlow
